Year,Season,Club,goalsScored,goalsConceded,ownGoals,assists,shots,penaltyGoals,penaltiesTaken,freeKickGoals,freeKickShots,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,bigChances,bigChancesCreated,bigChancesMissed,shotsOnTarget,shotsOffTarget,blockedScoringAttempt,successfulDribbles,dribbleAttempts,corners,hitWoodwork,fastBreaks,fastBreakGoals,fastBreakShots,averageBallPossession,totalPasses,accuratePasses,accuratePassesPercentage,totalOwnHalfPasses,accurateOwnHalfPasses,accurateOwnHalfPassesPercentage,totalOppositionHalfPasses,accurateOppositionHalfPasses,accurateOppositionHalfPassesPercentage,totalLongBalls,accurateLongBalls,accurateLongBallsPercentage,totalCrosses,accurateCrosses,accurateCrossesPercentage,cleanSheets,tackles,interceptions,saves,errorsLeadingToGoal,errorsLeadingToShot,penaltiesCommited,penaltyGoalsConceded,clearances,clearancesOffLine,lastManTackles,totalDuels,duelsWon,duelsWonPercentage,totalGroundDuels,groundDuelsWon,groundDuelsWonPercentage,totalAerialDuels,aerialDuelsWon,aerialDuelsWonPercentage,possessionLost,offsides,fouls,yellowCards,yellowRedCards,redCards,avgRating,accurateFinalThirdPassesAgainst,accurateOppositionHalfPassesAgainst,accurateOwnHalfPassesAgainst,accuratePassesAgainst,bigChancesAgainst,bigChancesCreatedAgainst,bigChancesMissedAgainst,clearancesAgainst,cornersAgainst,crossesSuccessfulAgainst,crossesTotalAgainst,dribbleAttemptsTotalAgainst,dribbleAttemptsWonAgainst,errorsLeadingToGoalAgainst,errorsLeadingToShotAgainst,hitWoodworkAgainst,interceptionsAgainst,keyPassesAgainst,longBallsSuccessfulAgainst,longBallsTotalAgainst,offsidesAgainst,redCardsAgainst,shotsAgainst,shotsBlockedAgainst,shotsFromInsideTheBoxAgainst,shotsFromOutsideTheBoxAgainst,shotsOffTargetAgainst,shotsOnTargetAgainst,blockedScoringAttemptAgainst,tacklesAgainst,totalFinalThirdPassesAgainst,oppositionHalfPassesTotalAgainst,ownHalfPassesTotalAgainst,totalPassesAgainst,yellowCardsAgainst,id,matches,awardedMatches
2017,2017-2018,Manchester City,106,27,2,85,665,6,8,1,30,90,13,0,0,12,43,48,91,95,63,265,247,153,503,732,284,23,16,4,5,71.736842105263,28241,25142,89.026592542757,11184,10473,93.642703862661,17748,14812,83.457290962362,1481,919,62.052667116813,691,143,20.694645441389,18,563,346,62,6,13,2,0,588,2,2,3677,1934,52.597225999456,2723,1408,51.707675358061,954,526,55.136268343816,5054,67,344,61,2,2,7.2021484375,1574,3384,4356,7658,31,27,24,918,103,82,364,562,366,8,16,9,598,163,837,2266,97,3,236,52,0,0,96,88,52,635,2985,6064,5191,10891,77,1190,38,0
2017,2017-2018,Manchester United,68,28,2,53,512,1,3,2,21,55,12,0,0,12,19,36,53,60,42,178,166,168,466,736,220,16,12,4,3,54.789473684211,20064,16765,83.557615629984,8381,7693,91.790955733206,12436,9220,74.139594724992,1634,880,53.855569155447,753,148,19.654714475432,19,564,481,118,4,16,1,1,853,4,0,4005,2069,51.660424469413,2864,1439,50.244413407821,1141,630,55.21472392638,5372,88,405,64,0,1,7.0373540856031,3370,6887,6092,12839,46,46,39,982,175,140,642,556,383,6,9,10,438,343,893,2145,52,1,436,116,0,0,173,147,116,669,5070,10043,6850,16251,69,2685,38,0
2017,2017-2018,Tottenham Hotspur,74,36,1,51,623,2,3,0,28,60,10,0,0,10,28,31,82,76,49,216,225,182,436,719,246,13,26,8,10,62.131578947368,21660,18153,83.808864265928,8577,7818,91.150752011193,13908,10496,75.467356916882,1966,1127,57.324516785351,825,161,19.515151515152,16,618,380,93,9,13,3,2,825,1,3,4072,2053,50.417485265226,2857,1433,50.157507875394,1215,620,51.028806584362,5792,88,384,51,1,2,7.0379647749511,2191,4541,5040,9446,42,32,31,1092,161,135,596,538,325,12,21,14,531,252,1118,2637,113,1,356,74,0,0,157,125,74,743,3793,7670,5972,13046,75,2661,38,0
2017,2017-2018,Liverpool,84,38,0,58,638,2,3,2,22,73,9,0,0,12,34,36,83,78,61,233,229,176,440,647,230,15,26,9,8,60.710526315789,22962,19232,83.755770403275,9896,9078,91.734033953112,13830,10323,74.642082429501,1893,1027,54.252509244585,764,169,22.120418848168,17,635,380,67,4,8,6,4,732,2,4,3915,1960,50.063856960409,2666,1367,51.275318829707,1249,593,47.477982385909,5844,70,344,44,0,1,7.0928853754941,2252,5095,5960,10959,41,40,30,1034,125,96,505,520,326,14,25,7,505,203,1020,2583,97,0,282,69,0,0,107,106,69,653,3951,8405,6879,14779,50,3182,38,0
2017,2017-2018,Chelsea,62,38,2,43,606,3,3,2,20,50,10,0,0,17,16,27,59,60,48,220,213,173,513,734,230,11,12,1,8,55.631578947368,21264,17923,84.287998495109,9439,8534,90.412119927958,12580,9550,75.914149443561,1622,925,57.028360049322,755,161,21.324503311258,16,635,425,83,5,19,2,2,768,2,1,3976,2155,54.200201207243,2841,1542,54.276663146779,1135,613,54.008810572687,5374,108,363,44,2,4,7.0689189189189,3285,7327,6574,13769,37,30,21,914,159,132,626,550,341,8,10,6,552,281,1139,2409,55,1,377,111,0,0,147,119,111,634,4932,10384,7320,17078,75,1862,38,0
2017,2017-2018,Arsenal,74,51,0,59,594,4,5,0,30,67,6,0,0,13,21,39,87,81,57,234,198,162,383,547,225,17,12,0,7,61.894736842105,23524,19821,84.258629484781,9436,8502,90.101738024587,14660,11439,78.028649386085,1474,839,56.919945725916,572,120,20.979020979021,13,623,427,100,15,18,6,5,829,3,5,3974,2013,50.654252642174,2654,1366,51.469480030143,1320,647,49.015151515152,5493,89,383,57,0,2,7.0335282651072,2687,5655,5427,10927,60,50,38,1028,180,155,666,581,363,4,11,18,584,307,980,2350,78,4,423,103,0,0,171,149,103,576,4331,8768,6183,14285,52,1056,38,0
2017,2017-2018,Burnley,36,39,1,26,378,0,0,1,16,31,4,0,0,10,6,19,35,31,21,128,151,99,217,344,167,9,4,0,1,43.657894736842,13574,9570,70.502431118314,5332,4572,85.746436609152,8947,5180,57.896501620655,1918,810,42.231491136601,705,182,25.815602836879,12,533,401,121,3,5,5,3,1179,4,2,4190,2079,49.618138424821,2255,1127,49.977827050998,1935,952,49.198966408269,5819,100,350,65,0,0,6.8775757575758,3823,7688,6670,14181,52,44,41,1065,240,177,876,553,349,3,11,10,340,445,1176,2757,54,6,569,192,0,0,214,163,192,471,5647,11364,7650,18138,45,824,38,0
2017,2017-2018,Everton,44,58,0,27,359,5,8,0,8,34,8,0,0,8,8,25,50,41,36,121,152,86,264,461,150,6,8,2,3,45.5,14745,10959,74.323499491353,6036,5275,87.392312789927,9338,5839,62.529449560934,1747,758,43.38866628506,629,155,24.642289348172,10,644,519,121,8,14,5,3,1228,6,0,4294,2031,47.298556124825,2652,1258,47.435897435897,1642,773,47.076735688185,5771,82,460,53,2,3,6.7944444444444,4059,7979,6451,14275,59,55,37,884,212,155,802,612,389,8,11,15,409,391,1158,2566,59,5,541,160,0,0,197,184,160,578,5957,11547,7415,18160,49,2901,38,0
2017,2017-2018,Leicester City,56,60,2,38,423,5,6,1,11,46,7,0,0,9,19,24,55,48,36,149,158,116,420,713,203,8,24,7,12,48.026315789474,15196,11346,74.66438536457,6444,5514,85.567970204842,9497,5972,62.883015689165,1741,817,46.927053417576,745,140,18.791946308725,9,627,414,107,5,11,4,2,919,4,1,4357,2191,50.286894652284,2800,1395,49.821428571429,1557,796,51.123956326268,6019,92,364,56,4,5,6.8003898635478,3779,7487,5849,13180,60,54,40,995,216,156,753,613,405,8,10,8,406,382,1062,2378,79,1,489,131,0,0,190,168,131,654,5566,10894,6749,16890,52,1471,38,0
2017,2017-2018,Newcastle United,39,47,3,29,451,0,1,1,21,33,5,0,0,7,10,21,47,48,33,149,179,123,303,533,167,12,15,4,11,41.736842105263,14033,10148,72.315256894463,5933,5037,84.8980279791,8715,5247,60.206540447504,1762,710,40.295119182747,615,136,22.113821138211,9,641,443,105,5,12,6,4,1123,7,6,4557,2192,48.101821373711,2719,1294,47.591026112541,1838,898,48.857453754081,5817,63,409,53,1,2,6.8053639846743,4086,8776,7490,16084,65,57,51,987,223,182,805,636,413,8,17,11,382,360,1358,2724,79,0,478,117,0,0,206,155,117,635,6042,12482,8334,20011,62,1260,38,0
2017,2017-2018,Crystal Palace,45,55,2,26,476,8,10,1,20,38,6,0,0,4,13,27,72,52,52,151,192,133,478,716,210,8,18,3,10,45.052631578947,14360,10829,75.410863509749,5623,4806,85.470389471812,9441,6195,65.618048935494,1566,658,42.017879948914,704,172,24.431818181818,9,686,556,122,8,14,2,2,1022,6,5,4562,2321,50.876808417361,3073,1552,50.504393101204,1489,769,51.645399597045,5738,56,425,72,0,0,6.8832298136646,3884,7863,6726,14420,58,60,44,947,209,169,793,661,405,1,23,6,409,338,1266,2426,76,3,466,118,0,0,172,176,118,719,5758,11328,7576,18111,72,1550,38,0
2017,2017-2018,AFC Bournemouth,45,61,1,36,465,3,3,1,15,38,7,0,0,4,12,28,38,36,24,158,174,133,341,638,218,10,2,0,1,48.105263157895,16129,12428,77.053754107508,7216,6196,85.864745011086,9620,6392,66.444906444906,1599,756,47.279549718574,707,160,22.630834512023,6,508,367,111,11,14,3,2,1038,6,3,4068,1958,48.131760078663,2585,1237,47.852998065764,1483,721,48.617666891436,5870,52,339,56,1,1,6.8205426356589,3827,7734,6443,13993,66,61,45,896,212,184,807,524,327,7,6,11,553,401,1295,2833,122,1,548,160,0,0,211,177,160,713,5737,11340,7242,17775,73,3346,38,0
2017,2017-2018,West Ham United,48,68,1,33,372,2,4,1,17,39,9,0,0,6,12,29,37,34,27,133,144,95,423,641,161,14,10,4,3,44.684210526316,14369,10852,75.52369684738,5851,5082,86.856947530337,9250,5913,63.924324324324,1610,750,46.583850931677,732,143,19.535519125683,10,621,482,122,7,10,6,5,1007,3,2,4371,2237,51.178220086937,2820,1484,52.624113475177,1551,753,48.549323017408,5612,97,379,74,1,2,6.8376237623762,4226,8739,6300,14858,50,49,31,971,208,181,753,621,385,11,7,18,370,426,1039,2262,54,1,563,157,0,0,216,190,157,606,6058,12121,7048,18416,55,3429,38,0
2017,2017-2018,Watford,44,64,1,27,440,3,6,0,10,36,6,0,0,9,7,25,49,41,36,132,193,115,332,565,183,7,6,1,5,49.763157894737,15654,11825,75.539798134662,6358,5439,85.545769109783,10009,6540,65.341192926366,1587,733,46.187775677379,713,154,21.598877980365,9,668,467,95,8,9,6,6,953,4,2,4547,2224,48.911370134154,2785,1366,49.048473967684,1762,858,48.694665153235,6030,74,441,64,1,4,6.7851637764933,2971,6290,6338,12473,57,57,36,1111,198,155,676,610,372,4,14,12,439,301,1163,2522,117,3,413,98,0,0,155,160,98,643,4684,9639,7241,16204,66,1793,38,0
2017,2017-2018,Brighton & Hove Albion,34,54,5,25,383,5,7,0,4,29,4,0,0,7,6,20,45,39,29,118,166,99,299,487,163,8,2,0,1,43.210526315789,14675,10996,74.930153321976,6816,5832,85.56338028169,8540,5308,62.154566744731,1866,924,49.51768488746,681,144,21.145374449339,10,598,450,124,4,14,3,1,1084,9,1,4052,1962,48.420533070089,2452,1156,47.145187601958,1600,806,50.375,5554,98,413,54,0,2,6.82278978389,4404,9365,6929,16132,46,39,34,771,228,162,800,640,437,6,8,14,385,397,1023,2298,51,2,555,187,0,0,187,181,187,483,6245,12842,7685,19727,30,1350,38,0
2017,2017-2018,Huddersfield Town,28,58,1,19,362,2,2,0,14,24,1,0,0,5,8,11,27,29,21,109,143,110,276,491,165,8,10,2,4,45.631578947368,14957,11073,74.032225713713,6452,5511,85.415375077495,9270,5697,61.456310679612,1590,654,41.132075471698,765,135,17.647058823529,10,744,520,103,10,12,6,4,1071,6,3,4366,2171,49.725148877691,2744,1364,49.708454810496,1622,807,49.753390875462,6033,67,397,64,2,3,6.7491329479769,3509,8198,6885,14932,65,60,48,986,209,151,637,630,381,7,8,14,444,316,1169,2525,118,4,439,114,0,0,161,164,114,631,5485,11759,7809,18931,56,1798,38,0
2017,2017-2018,Southampton,37,56,0,23,450,3,3,1,11,33,3,0,0,7,16,13,45,46,37,145,192,113,379,530,227,15,9,2,5,51.526315789474,17178,13310,77.48282687158,7034,6175,87.787887404038,10945,7308,66.770214709913,1827,765,41.871921182266,801,173,21.598002496879,8,657,460,110,11,14,2,1,952,4,3,4217,2097,49.727294285037,2683,1398,52.105851658591,1534,699,45.567144719687,5786,73,416,64,1,2,6.8431297709924,3736,7406,5404,12663,52,46,30,996,201,147,718,605,359,4,15,8,420,372,1089,2417,46,2,492,131,0,0,192,169,131,530,5526,10764,6317,16363,51,3455,38,0
2017,2017-2018,Swansea City,28,56,2,19,338,1,1,0,15,23,4,0,0,3,7,16,38,25,26,103,135,100,317,521,150,8,6,0,4,45.052631578947,15718,12287,78.171523094541,7202,6351,88.183837822827,9210,6078,65.99348534202,1721,816,47.414294015107,694,142,20.461095100865,9,609,394,137,5,15,6,3,942,1,2,4110,2012,48.953771289538,2620,1311,50.038167938931,1490,701,47.046979865772,5416,38,377,51,0,1,6.7642857142857,4457,9571,7306,16702,64,63,47,883,195,175,789,551,329,5,5,17,401,403,1160,2379,79,0,539,130,0,0,218,191,130,643,6181,12805,8038,20054,68,3452,38,0
2017,2017-2018,Stoke City,35,68,2,29,384,0,3,1,11,27,7,0,0,8,13,13,37,43,30,132,159,93,326,506,136,8,15,2,9,40.973684210526,12893,9223,71.534941441092,4980,4232,84.979919678715,8512,5135,60.326597744361,1443,648,44.906444906445,599,144,24.040066777963,6,673,460,152,6,14,5,5,1162,3,8,4485,2344,52.263099219621,2706,1359,50.221729490022,1779,985,55.368184373243,5642,87,436,62,0,1,6.8173913043478,3941,8305,7245,15368,69,74,54,855,281,182,844,595,372,7,10,8,331,426,1061,2407,90,0,579,147,0,0,213,219,147,582,5759,11796,8116,19068,49,3707,38,0
2017,2017-2018,West Bromwich Albion,31,56,2,24,378,1,1,1,15,29,2,0,0,10,7,13,39,33,26,114,176,88,319,524,176,7,7,2,2,40.184210526316,13215,9562,72.357169882709,5415,4537,83.785780240074,8584,5223,60.845759552656,1735,736,42.420749279539,784,198,25.255102040816,10,599,471,102,1,8,1,1,998,3,0,4306,2049,47.584765443567,2704,1246,46.079881656805,1602,803,50.124843945069,5764,79,440,73,0,1,6.7602316602317,4736,9577,7172,16585,49,52,33,958,176,164,782,627,408,4,16,7,346,386,1290,2573,52,1,516,150,0,0,209,157,150,648,6629,13025,7990,20233,56,3802,38,0
2016,2016-2017,Chelsea,85,33,1,57,580,2,4,3,35,71,12,0,0,8,24,51,30,48,30,204,220,156,506,762,218,17,24,7,0,54.921052631579,20125,16880,83.875776397516,8492,7662,90.226095148375,12321,9352,75.902929956984,1940,1132,58.350515463918,688,134,19.476744186047,16,652,510,69,5,9,2,2,839,3,0,4052,2145,52.936821322804,2961,1608,54.305977710233,1091,537,49.220898258478,1562,64,395,72,0,0,7.1111328125,3109,7291,6066,13236,16,20,16,899,160,121,641,527,305,12,13,5,569,223,1170,2459,66,4,323,77,0,0,143,103,77,690,4688,10384,6809,16552,84,1624,38,0
2016,2016-2017,Tottenham Hotspur,86,26,1,59,669,7,9,0,34,72,12,0,0,10,26,47,41,53,41,257,229,183,454,786,273,22,12,3,0,60.5,20150,16623,82.496277915633,8153,7331,89.917821660738,12758,9443,74.016303495846,2069,1236,59.739004349927,761,151,19.842312746386,17,661,314,85,7,18,2,2,1003,1,1,4163,2125,51.044919529186,3085,1554,50.372771474878,1078,571,52.968460111317,2265,74,432,62,0,0,7.088188976378,2424,4879,4613,9371,23,28,23,1070,136,121,579,539,314,9,14,7,620,252,1081,2703,108,3,348,99,0,0,138,111,99,816,4059,8133,5493,13047,90,3731,38,0
2016,2016-2017,Manchester City,80,39,1,52,633,7,9,2,26,68,7,0,0,8,27,40,48,76,48,216,251,166,504,767,280,20,17,6,0,64.868421052632,22706,19425,85.550074870078,9135,8348,91.384783798577,14372,11270,78.416365154467,1556,832,53.470437017995,801,193,24.094881398252,12,643,501,64,5,10,5,2,906,4,0,4174,2145,51.389554384284,3052,1560,51.114023591088,1122,585,52.139037433155,1894,89,395,71,0,4,7.0507874015748,2007,4361,4468,8706,20,26,20,958,131,123,518,644,410,12,21,5,616,206,1078,2601,89,1,300,66,0,0,128,106,66,721,3626,7426,5251,12159,92,1934,38,0
2016,2016-2017,Liverpool,78,42,0,55,640,7,8,3,14,64,13,0,0,12,15,50,33,50,33,236,213,191,415,710,249,17,9,2,0,61.921052631579,22283,18366,82.421576986941,8600,7822,90.953488372093,14495,10719,73.94963780614,1972,1032,52.332657200811,812,175,21.551724137931,12,718,410,73,10,10,5,3,883,0,2,4476,2155,48.145665773012,3021,1498,49.586229725257,1455,657,45.154639175258,1880,77,397,54,0,0,7.0285714285714,2228,5040,4879,9801,31,38,31,1184,133,118,556,648,400,7,14,9,581,202,1172,2708,102,1,311,69,0,0,127,115,69,767,3895,8265,5838,13547,72,2563,38,0
2016,2016-2017,Arsenal,77,44,1,54,566,4,6,2,16,66,7,0,0,17,17,38,43,55,41,201,203,162,456,684,227,17,9,2,0,58.631578947368,21394,17918,83.752453959054,7701,6914,89.780547980782,14390,11158,77.539958304378,1352,741,54.807692307692,697,154,22.094691535151,13,673,536,124,4,15,10,10,838,1,5,4131,2130,51.561365286855,2904,1498,51.584022038567,1227,632,51.507742461288,1943,95,398,68,0,3,7.0159309021113,3123,6241,5333,11388,29,34,28,1026,188,186,747,603,363,6,12,11,589,316,1093,2568,103,4,432,96,0,0,169,167,96,691,4790,9475,6122,14850,77,1045,38,0
2016,2016-2017,Manchester United,54,29,1,41,591,3,4,1,24,47,7,0,0,9,14,31,50,60,50,210,227,154,404,686,217,19,11,4,0,56.473684210526,20245,17048,84.208446530007,7716,7084,91.809227579057,13377,10167,76.003588248486,1714,952,55.542590431739,848,203,23.938679245283,17,690,582,85,3,7,5,4,1112,1,4,4143,2144,51.749939657253,3006,1523,50.665335994677,1137,621,54.617414248021,1745,99,496,79,1,2,7.069395711501,2993,6498,5627,11978,16,25,16,1028,148,147,614,604,363,7,12,7,544,267,1128,2523,48,4,360,103,0,0,143,114,103,672,4656,9676,6428,15490,71,2068,38,0
2016,2016-2017,Everton,62,44,1,46,502,3,4,2,19,55,3,0,0,13,20,25,28,51,27,191,180,131,402,645,196,11,9,2,1,52.052631578947,17584,13897,79.032074613285,7209,6417,89.013732833958,11142,7647,68.632202477114,2157,1105,51.228558182661,767,167,21.773142112125,13,714,461,96,4,13,5,3,1117,9,4,4384,2178,49.680656934307,3045,1512,49.655172413793,1339,666,49.738610903659,1793,82,459,73,1,2,6.968023255814,3556,7217,5583,12632,36,36,34,1029,215,168,763,653,393,5,5,18,542,318,1108,2446,48,2,447,143,0,0,156,148,143,711,5362,10673,6354,16264,58,2438,38,0
2016,2016-2017,Southampton,41,48,0,27,550,3,6,0,24,35,4,0,0,4,14,20,33,34,33,179,227,144,320,496,198,12,0,0,0,54.552631578947,18245,14687,80.498766785421,7538,6727,89.241178031308,11654,8169,70.096104341857,1645,810,49.240121580547,947,209,22.069693769799,14,675,514,76,3,10,9,6,914,4,1,4105,2037,49.622411693057,2754,1389,50.435729847495,1351,648,47.964470762398,1870,73,428,60,1,2,6.8930902111324,3320,7029,5106,11968,22,31,22,1053,190,167,672,559,332,5,18,7,541,325,1061,2490,42,2,437,126,0,0,183,128,126,631,5009,10297,5972,15597,67,1949,38,0
2016,2016-2017,AFC Bournemouth,55,67,5,36,452,7,10,0,25,49,4,0,0,5,16,31,31,42,31,160,174,118,428,696,193,19,8,2,0,51.342105263158,17152,13940,81.273320895522,7086,6289,88.752469658482,10694,7768,72.638862913783,1773,934,52.6790750141,628,117,18.630573248408,10,604,460,123,7,9,5,2,1092,3,1,4080,2040,50.0,2917,1491,51.114158381899,1163,549,47.205503009458,1594,53,368,54,2,3,6.8429672447014,3689,7447,5815,13076,37,54,37,861,205,186,777,608,385,4,12,12,577,419,1304,2604,84,3,552,150,0,0,215,187,150,706,5343,10572,6516,16311,86,2134,38,0
2016,2016-2017,West Bromwich Albion,43,51,1,34,399,1,1,1,11,37,6,0,0,16,11,16,24,36,24,123,174,102,307,490,159,11,11,3,0,37.263157894737,11825,8329,70.435517970402,4420,3653,82.647058823529,8171,4855,59.417451964264,1630,702,43.067484662577,766,179,23.368146214099,6,605,537,116,6,7,3,3,999,3,0,4022,1906,47.389358528095,2624,1231,46.913109756098,1398,675,48.283261802575,1740,58,449,80,0,0,6.7932170542636,4770,10014,7417,17237,31,46,31,1021,211,194,864,570,348,4,14,11,453,391,1410,2798,53,3,518,156,0,0,200,162,156,628,6574,13434,8175,20745,55,1642,38,0
2016,2016-2017,West Ham United,47,64,0,29,499,3,4,3,38,40,6,0,0,13,13,20,23,34,23,138,215,146,406,671,172,14,11,3,0,47.131578947368,15127,11834,78.230977721954,6304,5573,88.404187817259,9575,6445,67.310704960836,1741,855,49.109707064905,752,184,24.468085106383,10,574,614,117,11,12,8,5,1074,2,3,4155,2147,51.672683513839,2746,1420,51.711580480699,1409,727,51.596877217885,1851,74,408,82,4,5,6.8649606299213,3447,7374,6624,13841,44,57,44,878,183,157,720,569,336,6,14,16,406,365,1199,2546,74,1,505,115,0,0,209,181,115,631,5213,10706,7390,17376,83,1852,38,0
2016,2016-2017,Leicester City,48,63,2,33,433,4,6,1,15,37,9,0,0,10,13,23,29,42,29,145,165,123,303,578,197,8,21,4,0,42.0,13676,9588,70.10821877742,5093,4253,83.506774003534,9314,5476,58.793214515783,1713,631,36.835960303561,731,141,19.288645690834,9,678,535,131,2,8,4,4,1028,2,2,4476,2059,46.000893655049,2716,1292,47.569955817378,1760,767,43.579545454545,1869,65,451,72,0,1,6.7751445086705,4108,8435,7126,15359,27,37,27,1202,219,202,886,661,434,7,12,11,501,419,1350,2756,74,0,554,142,0,0,221,191,142,583,5870,12098,8044,19256,56,669,38,0
2016,2016-2017,Stoke City,41,56,5,23,425,4,6,2,15,32,5,0,0,7,12,17,40,46,40,137,172,116,366,598,188,14,1,0,0,46.263157894737,14558,10964,75.312542931721,5809,4991,85.918402478912,9467,6146,64.920249286997,1582,738,46.649810366625,718,173,24.094707520891,11,666,497,127,5,14,2,1,1009,5,3,4324,2249,52.012025901943,2843,1441,50.685895181147,1481,808,54.55773126266,1817,85,435,71,1,2,6.8626746506986,3591,7530,6288,13654,25,37,25,1038,253,164,758,597,362,4,10,17,488,408,1102,2463,81,2,538,161,0,0,196,181,161,646,5345,10825,7041,17108,80,3459,38,0
2016,2016-2017,Crystal Palace,50,63,0,34,439,4,7,0,22,46,2,0,0,13,11,24,27,41,27,138,188,113,393,657,203,8,2,0,0,45.315789473684,13542,9944,73.430807857037,5354,4571,85.375420246545,9060,5598,61.788079470199,1802,766,42.508324084351,872,225,25.802752293578,7,699,553,107,10,11,2,2,1022,7,4,4618,2371,51.342572542226,3107,1535,49.404570325072,1511,836,55.327597617472,1753,55,470,77,0,0,6.7870656370656,3947,7820,5478,13106,32,43,32,1219,223,192,813,634,386,6,3,9,381,381,1227,2619,54,1,517,123,0,0,217,177,123,760,5780,11269,6299,16755,71,1872,38,0
2016,2016-2017,Swansea City,45,70,5,32,405,3,3,2,21,40,5,0,0,14,15,15,25,36,25,145,169,91,316,533,196,10,5,1,0,47.921052631579,16131,12723,78.872977496745,7119,6287,88.312965304116,9876,6665,67.486836776023,1868,956,51.177730192719,864,229,26.50462962963,8,635,459,121,9,18,8,6,1037,1,1,4115,2028,49.283110571081,2770,1347,48.628158844765,1345,681,50.631970260223,1869,49,401,56,0,0,6.7841796875,3827,7869,7076,14781,44,64,44,978,186,164,743,632,394,6,9,12,523,391,1317,2607,84,1,519,138,0,0,196,185,138,663,5554,11160,7799,18216,65,2325,38,0
2016,2016-2017,Burnley,39,55,2,23,391,6,6,2,25,31,8,0,0,4,12,23,17,23,17,120,165,106,180,304,149,5,6,2,0,40.131578947368,12558,8521,67.853161331422,4749,4023,84.712571067593,8459,4672,55.231114788982,2034,877,43.117010816126,650,174,26.769230769231,10,638,539,151,2,17,5,4,1233,5,2,4263,2091,49.049964813512,2437,1179,48.3791546984,1826,912,49.945235487404,1864,101,429,66,1,2,6.837890625,4424,8523,7025,15359,25,36,25,1213,263,189,918,676,413,6,6,17,437,489,1339,2918,62,3,672,223,0,0,240,209,223,457,6214,12204,7902,19188,65,2939,38,0
2016,2016-2017,Watford,40,68,2,26,422,3,3,0,11,35,4,0,0,9,8,22,25,28,25,143,167,112,339,606,164,7,3,0,0,46.105263157895,14049,10397,74.00526727881,6124,5271,86.071195297191,8611,5288,61.409824642899,1740,771,44.310344827586,686,162,23.615160349854,7,618,512,121,7,13,4,3,1016,2,0,4331,2073,47.864234587855,2842,1346,47.361013370866,1489,727,48.824714573539,1722,61,517,87,3,5,6.7691860465116,3556,7146,6022,12992,26,46,26,1149,202,176,853,598,370,4,8,21,452,397,1084,2472,82,3,537,140,0,0,210,187,140,656,5295,10556,6895,16598,62,1544,38,0
2016,2016-2017,Hull City,37,80,5,25,397,3,3,2,24,32,4,0,0,4,15,17,17,22,17,126,183,88,262,419,179,10,15,3,0,45.736842105263,15596,12070,77.391638881765,7296,6446,88.349780701754,9039,5778,63.923000331895,1811,832,45.941468801767,739,154,20.838971583221,5,631,573,137,5,12,13,11,1101,5,3,3781,1837,48.585030415234,2552,1249,48.942006269592,1229,588,47.843775427177,1784,71,402,67,0,5,6.7561403508772,4573,9199,6625,15611,43,57,43,908,243,213,874,619,382,3,11,17,478,466,1220,2410,59,2,634,187,0,0,232,215,187,556,6373,12608,7265,18999,55,912,38,0
2016,2016-2017,Middlesbrough,27,53,0,21,351,2,2,0,15,25,1,0,0,8,11,7,19,27,19,100,150,101,398,611,141,6,7,3,0,47.184210526316,15736,12166,77.313167259786,7243,6318,87.229048736711,9215,6009,65.208898534997,1872,948,50.641025641026,722,161,22.299168975069,11,727,549,117,6,7,5,4,1090,3,4,4475,2264,50.59217877095,2935,1490,50.76660988075,1540,774,50.25974025974,1768,51,482,78,1,1,6.8304780876494,4101,8427,6142,14363,33,46,33,833,220,206,848,706,441,1,13,21,459,416,1147,2444,82,0,552,150,0,0,229,173,150,569,5905,11867,6839,17858,63,2851,38,0
2016,2016-2017,Sunderland,29,69,2,12,387,5,5,0,25,25,3,0,0,1,11,16,19,18,19,119,136,132,318,508,159,4,4,0,0,39.684210526316,12356,8971,72.604402719327,4800,4146,86.375,8172,4951,60.58492413118,1550,659,42.516129032258,616,126,20.454545454545,6,631,545,176,7,8,4,4,1172,5,0,3850,1935,50.25974025974,2653,1321,49.792687523558,1197,614,51.294903926483,1613,78,438,81,3,4,6.7632206759443,4708,9236,6813,15832,42,61,42,938,249,217,921,560,346,4,7,18,444,521,1211,2410,59,1,675,171,0,0,256,248,171,578,6427,12534,7509,19122,58,1844,38,0
